,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,Class_0_Accuracy,Class_1_Accuracy,Class_2_Accuracy,Class_3_Accuracy,Class_4_Accuracy,Class_5_Accuracy,Class_6_Accuracy,Class_7_Accuracy,Class_8_Accuracy,Class_9_Accuracy,r0
308,0.0616,1.750743268,2.758660061,1.749151799,43.23,90.816326531,99.030837004,0.0,68.118811881,30.753564155,50.0,1.774530271,83.26848249,0.0,0.0,4.121645450592041
309,0.0618,1.754021569,2.794910507,1.753605551,34.21,81.224489796,99.559471366,50.968992248,10.891089109,16.802443992,0.0,0.0,67.509727626,0.0,0.0,4.136620998382568
310,0.062,1.758073319,2.790343022,1.760858978,39.4,86.428571429,98.414096916,0.0,77.920792079,0.0,30.381165919,16.388308977,72.568093385,0.0,1.486620416,4.080604076385498
311,0.0622,1.757293898,2.76718022,1.757136703,41.95,93.87755102,99.118942731,0.0,66.336633663,0.0,0.0,0.0,78.793774319,39.425051335,28.344895937,4.072067737579346
312,0.0624,1.758414923,2.796967975,1.735380463,40.99,97.959183673,98.061674009,0.0,87.524752475,5.702647658,3.475336323,0.0,69.06614786,0.0,34.192269574,4.100688934326172
313,0.0626,1.763323346,2.768267024,1.768461139,39.38,70.510204082,98.942731278,87.887596899,0.0,61.710794297,0.0,0.0,14.883268482,0.0,45.39147671,4.047937393188477
314,0.0628,1.766191757,2.812577615,1.741071993,40.88,98.979591837,99.118942731,0.0,68.217821782,85.234215886,0.0,0.0,31.517509728,14.681724846,0.0,4.079577922821045
315,0.063,1.769960306,2.815330988,1.741303429,36.6,92.346938776,99.559471366,24.80620155,23.465346535,7.942973523,0.0,22.442588727,81.614785992,0.0,0.0,4.01239013671875
316,0.0632,1.772846154,2.777749395,1.762968821,36.5,96.12244898,99.471365639,0.0,69.801980198,0.0,0.0,0.0,81.809338521,3.388090349,0.0,4.057356834411621
317,0.0634,1.774154132,2.805655353,1.75053156,41.9,92.755102041,98.766519824,21.705426357,54.752475248,9.877800407,39.013452915,0.0,91.245136187,0.0,0.0,3.970198392868042
318,0.0636,1.777269271,2.775119702,1.774443904,42.01,99.489795918,97.356828194,39.534883721,0.0,26.17107943,0.0,0.0,83.754863813,61.088295688,0.0,3.9621784687042236
319,0.0638,1.780450085,2.774672938,1.777824556,38.3,96.734693878,98.766519824,70.445736434,0.0,0.0,5.717488789,0.0,87.062256809,9.034907598,0.0,4.001102924346924
320,0.064,1.781226852,2.804593246,1.762757429,37.4,98.367346939,98.854625551,66.860465116,0.0,4.582484725,0.0,0.0,89.39688716,0.0,0.0,3.998394727706909
321,0.0642,1.781410893,2.778228892,1.787030635,36.27,73.367346939,99.030837004,85.562015504,0.0,0.0,0.0,0.104384134,87.548638132,0.0,0.0,3.9222187995910645
322,0.0644,1.78958954,2.822121556,1.762530492,38.39,99.489795918,98.854625551,10.07751938,67.227722772,0.0,4.596412556,0.0,89.299610895,0.0,0.0,4.016321182250977
323,0.0646,1.791420935,2.825394522,1.762798693,40.42,99.387755102,98.149779736,0.0,76.831683168,2.545824847,0.0,0.0,42.607003891,0.0,70.862239841,3.916806221008301
324,0.0648,1.793538081,2.785841969,1.77602845,36.11,99.387755102,99.207048458,35.07751938,13.267326733,16.904276986,0.0,0.0,82.587548638,0.0,0.0,3.893139123916626
325,0.065,1.792461677,2.78176157,1.80802942,32.62,31.836734694,99.823788546,0.0,27.326732673,0.101832994,7.623318386,75.1565762,72.762645914,0.410677618,0.0,3.9276671409606934
326,0.0652,1.795593366,2.780398422,1.786611836,37.57,97.959183673,99.647577093,37.403100775,2.178217822,65.376782077,0.0,0.0,54.766536965,5.441478439,0.0,3.929041862487793
327,0.0654,1.801592684,2.805246201,1.775443611,40.84,97.142857143,99.295154185,0.0,73.564356436,21.792260692,0.33632287,0.0,58.365758755,0.0,44.103072349,3.8825900554656982
328,0.0656,1.804578548,2.79388729,1.804485326,36.51,95.510204082,99.383259912,61.724806202,0.0,0.0,0.0,0.0,0.0,0.0,94.152626363,3.9157660007476807
329,0.0658,1.805592046,2.797913396,1.80242778,38.24,90.714285714,99.559471366,13.275193798,60.99009901,8.146639511,0.0,25.1565762,55.93385214,0.821355236,14.667988107,3.8659658432006836
330,0.066,1.80825053,2.820061555,1.785129218,36.69,98.163265306,99.471365639,42.829457364,0.0,52.749490835,0.0,5.114822547,0.0,0.0,56.39246779,3.816943883895874
331,0.0662,1.809257365,2.806169479,1.814795212,34.92,74.795918367,99.295154185,0.775193798,80.099009901,5.295315682,0.0,0.0,74.221789883,0.0,0.0,3.810042142868042
332,0.0664,1.813471768,2.776738212,1.802208563,41.74,89.795918367,99.118942731,1.744186047,71.881188119,0.0,29.596412556,0.0,83.754863813,14.887063655,15.361744301,3.8133034706115723
333,0.0666,1.816059381,2.778845072,1.805641371,36.94,96.836734694,99.295154185,0.0,68.910891089,0.0,0.0,0.313152401,89.39688716,0.0,0.0,3.782587766647339
334,0.0668,1.819255065,2.815066272,1.791399209,38.25,94.591836735,99.207048458,72.868217054,0.0,20.875763747,0.0,0.313152401,77.529182879,1.540041068,0.0,3.830138683319092
335,0.067,1.823208327,2.805557067,1.79617032,38.29,99.081632653,98.59030837,0.0,81.386138614,0.610997963,0.0,0.0,88.618677043,0.0,0.0,3.7480380535125732
336,0.0672,1.82548494,2.791953159,1.815851109,37.97,98.265306122,99.030837004,28.100775194,25.940594059,0.509164969,0.0,0.0,91.926070039,17.04312115,4.162537166,3.781172275543213
337,0.0674,1.830011723,2.827093426,1.796183701,37.29,97.653061224,99.030837004,31.879844961,40.792079208,4.582484725,0.0,0.0,81.225680934,2.772073922,0.0,3.825150966644287
338,0.0676,1.831692245,2.788453668,1.841246278,40.99,97.142857143,97.18061674,44.379844961,54.95049505,0.0,0.0,1.043841336,23.638132296,0.102669405,77.006937562,3.782053232192993
339,0.0678,1.833777686,2.83920907,1.807499601,36.62,99.183673469,99.647577093,0.0,67.326732673,0.0,0.0,0.0,0.0,0.0,87.115956392,3.7194902896881104
340,0.068,1.835110231,2.757415224,1.842568999,39.56,96.224489796,99.118942731,59.399224806,0.0,0.0,0.0,0.0,0.0,34.291581109,93.260654113,3.7744176387786865
341,0.0682,1.840753399,2.821401309,1.812929046,38.86,90.204081633,99.207048458,0.0,72.376237624,8.248472505,0.0,31.628392484,73.151750973,0.0,0.89197225,3.719837188720703
342,0.0684,1.843909812,2.85875917,1.809063908,34.8,98.163265306,99.559471366,0.0,45.445544554,0.509164969,0.0,0.0,89.883268482,0.0,0.0,3.75830340385437
343,0.0686,1.848851854,2.795091249,1.831947128,38.19,93.469387755,99.559471366,14.728682171,61.188118812,33.910386965,0.0,0.313152401,64.105058366,0.821355236,0.0,3.7237930297851562
344,0.0688,1.849847846,2.801386222,1.845708568,36.05,63.367346939,99.647577093,0.968992248,57.920792079,0.814663951,0.0,43.215031315,57.392996109,0.0,24.380574827,3.647075891494751
345,0.069,1.852228246,2.788028375,1.835745937,40.87,82.346938776,99.471365639,47.965116279,0.0,47.759674134,0.0,44.572025052,73.929961089,0.0,0.0,3.660007953643799
346,0.0692,1.855917951,2.795703903,1.844563796,37.43,95.0,99.295154185,0.0,41.089108911,0.0,0.0,17.014613779,72.276264591,5.544147844,30.723488603,3.659958600997925
347,0.0694,1.860591055,2.835962408,1.822303957,36.06,98.775510204,99.559471366,33.720930233,20.792079208,0.0,0.0,5.636743215,0.0,0.0,88.800792864,3.6560401916503906
348,0.0696,1.86255017,2.800844693,1.85410686,37.73,42.653061224,99.207048458,1.065891473,38.01980198,8.350305499,0.0,85.908141962,90.369649805,0.0,0.0,3.555471181869507
349,0.0698,1.864785762,2.745638522,1.903743487,35.99,50.612244898,98.854625551,51.259689922,40.297029703,0.0,8.632286996,24.947807933,68.287937743,0.0,2.675916749,3.6697587966918945
350,0.07,1.868437128,2.789802876,1.852705095,36.04,96.530612245,99.471365639,61.627906977,0.0,0.0,0.0,0.0,86.86770428,0.0,0.0,3.6291310787200928
351,0.0702,1.871480391,2.781878407,1.861504439,33.05,96.12244898,99.647577093,2.42248062,13.465346535,0.0,0.0,20.041753653,81.809338521,3.901437372,0.0,3.576929807662964
352,0.0704,1.877595497,2.812317409,1.857247903,41.97,93.673469388,99.118942731,0.0,74.554455446,90.32586558,0.0,8.872651357,41.73151751,0.0,0.0,3.6968605518341064
353,0.0706,1.880038447,2.797468607,1.865849676,37.89,90.102040816,97.621145374,0.0,85.445544554,95.213849287,0.0,0.0,0.0,0.0,0.0,3.5635786056518555
354,0.0708,1.883085739,2.819935266,1.85202336,39.05,95.102040816,99.383259912,61.143410853,0.0,36.150712831,0.0,7.098121086,76.945525292,0.0,0.0,3.523643970489502
355,0.071,1.883005879,2.800024774,1.875466719,34.88,99.591836735,98.766519824,0.0,48.712871287,0.0,0.0,1.14822547,0.0,0.0,88.007928642,3.528111219406128
356,0.0712,1.890011562,2.741142303,1.901605203,40.99,93.87755102,98.766519824,0.0,79.405940594,0.0,18.834080717,0.0,0.0,19.09650924,89.395441031,3.5236518383026123
357,0.0714,1.894492641,2.81469254,1.864545936,35.61,97.040816327,99.471365639,0.0,34.158415842,0.0,0.0,27.244258873,85.019455253,0.102669405,0.0,3.487306594848633
358,0.0716,1.896809,2.776040115,1.893406298,36.09,98.265306122,99.030837004,53.100775194,0.0,0.0,0.0,0.0,70.817120623,0.0,24.380574827,3.5152204036712646
359,0.0718,1.899172156,2.751519495,1.908371674,40.67,76.632653061,98.678414097,0.0,60.198019802,0.0,0.0,52.505219207,93.287937743,12.936344969,0.0,3.4472768306732178
360,0.072,1.906608233,2.757768718,1.898480581,37.78,98.163265306,99.295154185,56.395348837,0.0,28.309572301,0.0,0.0,76.848249027,4.004106776,0.0,3.5296404361724854
361,0.0722,1.903715493,2.744462768,1.925318653,38.5,99.285714286,90.572687225,4.941860465,37.326732673,0.0,0.0,0.0,0.0,47.94661191,94.549058474,3.5084896087646484
362,0.0724,1.911589951,2.703315467,1.944809242,38.54,42.857142857,98.325991189,1.841085271,85.742574257,0.0,0.0,52.296450939,0.0,0.0,92.368681863,3.4904110431671143
363,0.0726,1.912947478,2.810185483,1.893102177,35.16,91.836734694,99.559471366,71.608527132,0.0,1.934826884,0.0,0.0,70.817120623,0.0,0.0,3.4159226417541504
364,0.0728,1.926819073,2.774883295,1.907221925,38.41,89.489795918,99.295154185,34.88372093,0.0,24.236252546,0.0,0.0,83.365758755,39.219712526,0.0,3.329981803894043
365,0.073,1.930224515,2.817788868,1.924892019,31.54,80.102040816,99.647577093,0.0,13.762376238,11.201629328,0.0,0.0,89.980544747,6.570841889,0.0,3.434173345565796
366,0.0732,1.92841033,2.745698659,1.937610949,33.9,89.795918367,99.735682819,0.0,52.277227723,6.211812627,0.0,0.0,67.217898833,0.0,9.71258672,3.3813023567199707
367,0.0734,1.929094483,2.745313255,1.934506519,36.24,86.326530612,99.471365639,48.255813953,0.0,96.33401222,0.0,8.559498956,0.0,12.628336756,0.0,3.3528265953063965
368,0.0736,1.93970857,2.806349384,1.903556766,37.75,97.959183673,99.030837004,74.80620155,0.0,89.714867617,0.0,0.0,2.33463035,1.437371663,0.0,3.2386064529418945
369,0.0738,1.940711599,2.756797812,1.938991525,36.6,88.775510204,99.207048458,0.0,80.396039604,0.0,0.0,0.0,82.879377432,0.0,0.0,3.327420711517334
370,0.074,1.94567363,2.80649131,1.909536299,36.16,92.346938776,99.735682819,0.0,44.158415842,90.631364562,0.0,0.626304802,23.054474708,0.0,0.0,3.2009313106536865
371,0.0742,1.94691802,2.733656351,1.976808313,34.25,88.775510204,97.444933921,0.0,5.04950495,0.0,0.0,44.154488518,0.0,0.0,96.630327056,2.717639207839966
372,0.0744,1.957385096,2.748595836,1.954718779,36.64,93.775510204,98.942731278,62.015503876,0.0,0.0,0.0,0.0,95.525291829,0.0,0.0,2.8363890647888184
373,0.0746,1.964496098,2.730355619,1.968852385,34.63,72.244897959,99.911894273,0.0,34.95049505,0.0,0.0,38.100208768,0.0,0.0,89.494549058,2.7811203002929688
374,0.0748,2.032475391,2.553522496,2.072798908,23.88,76.326530612,0.0,0.0,0.0,0.0,0.0,75.052192067,0.0,0.0,91.278493558,2.787201404571533
375,0.075,2.034839552,2.568364756,2.040348181,31.01,82.142857143,94.36123348,0.0,47.425742574,0.0,0.0,0.0,72.568093385,0.0,0.0,2.744208812713623
376,0.0752,2.032354515,2.587846666,2.027528856,25.62,94.897959184,0.0,0.0,0.0,88.289205703,0.0,16.388308977,34.922178988,25.564681725,0.0,2.807067632675171
377,0.0754,2.033421973,2.574968227,2.040001572,24.97,69.591836735,0.0,0.0,0.0,0.0,0.0,66.492693111,97.178988327,18.377823409,0.0,2.793811082839966
378,0.0756,2.035808576,2.572277366,2.038582038,26.26,53.571428571,38.678414097,0.0,50.0,0.0,0.0,0.0,0.0,22.895277207,92.566897919,2.757261037826538
379,0.0758,2.041839643,2.589355372,2.033185175,21.96,96.836734694,8.45814978,0.0,0.0,0.0,0.0,16.910229645,96.206225681,0.0,0.0,2.693634271621704
380,0.076,2.039516285,2.621030845,2.040460406,23.48,81.326530612,5.9030837,43.217054264,0.0,22.606924644,0.0,0.0,79.377431907,0.0,0.0,2.7424216270446777
381,0.0762,2.042432268,2.598716009,2.02920249,29.8,92.959183673,88.281938326,20.445736434,0.0,0.0,0.0,0.0,0.0,0.0,84.836471754,2.6966686248779297
382,0.0764,2.043059092,2.624462446,2.02406583,21.1,95.0,4.669603524,11.918604651,0.0,0.0,0.0,0.0,97.568093385,0.0,0.0,2.539705991744995
383,0.0766,2.046072056,2.604093584,2.034309069,24.67,84.897959184,11.453744493,41.085271318,0.0,18.533604888,0.0,0.0,87.451361868,0.0,0.0,2.6196236610412598
384,0.0768,2.045114656,2.604165388,2.04859687,22.77,76.836734694,0.0,0.0,0.0,0.0,56.726457399,0.0,99.027237354,0.0,0.0,2.6649956703186035
385,0.077,2.049178096,2.589088811,2.045910425,25.04,82.857142857,98.149779736,36.918604651,0.0,0.0,0.0,0.0,19.163424125,0.0,0.0,2.700406551361084
386,0.0772,2.048419918,2.627253934,2.025512534,20.49,97.959183673,0.0,4.166666667,0.0,6.211812627,0.0,0.0,95.817120623,0.0,0.0,2.609761953353882
387,0.0774,2.054591681,2.633202882,2.03191544,24.21,88.367346939,14.537444934,41.666666667,0.0,0.0,0.0,0.0,93.385214008,0.0,0.0,2.683347225189209
388,0.0776,2.05408493,2.59732382,2.048416826,27.05,84.081632653,54.0969163,30.717054264,0.0,0.0,0.0,0.0,92.412451362,0.0,0.0,2.677311658859253
389,0.0778,2.053969634,2.624719446,2.030633681,22.27,99.591836735,10.044052863,0.0,0.0,0.0,0.0,0.0,60.311284047,0.0,51.238850347,2.72782826423645
390,0.078,2.055831636,2.617629192,2.034570736,27.49,93.265306122,99.383259912,0.0,13.663366337,0.0,0.0,0.0,55.350194553,0.0,0.0,2.6506495475769043
391,0.0782,2.057075798,2.585343244,2.06233102,27.76,98.979591837,81.321585903,0.0,0.0,0.0,19.730941704,0.0,68.774319066,0.0,0.0,2.6621909141540527
392,0.0784,2.06350827,2.606583578,2.046493047,29.94,98.775510204,95.418502203,0.0,0.0,0.0,0.0,0.0,34.824902724,0.0,57.978196234,2.6883034706115723
393,0.0786,2.061219883,2.610689672,2.042765573,22.7,69.591836735,0.0,56.686046512,0.0,0.0,0.0,0.0,97.568093385,0.0,0.0,2.537842273712158
394,0.0788,2.06484009,2.596502993,2.049452812,20.81,95.816326531,6.696035242,6.879844961,0.0,0.0,0.0,0.0,96.108949416,0.0,0.693756194,2.6765987873077393
395,0.079,2.064755003,2.578607106,2.069827209,19.27,6.93877551,0.0,0.0,0.0,0.0,0.0,87.682672234,99.124513619,0.0,0.0,2.6320950984954834
396,0.0792,2.065231249,2.576561996,2.06153177,27.92,95.306122449,48.634361233,0.0,0.0,6.415478615,0.0,34.342379958,88.910505837,0.0,0.0,2.62307071685791
397,0.0794,2.067675231,2.577635826,2.06162499,23.52,87.448979592,0.0,1.937984496,0.0,0.0,2.242152466,42.066805846,0.194552529,7.700205339,96.630327056,2.6325340270996094
398,0.0796,2.069410266,2.608651424,2.06409712,19.78,94.081632653,3.612334802,0.0,0.0,0.0,0.0,0.0,89.105058366,0.0,9.811694747,2.502885103225708
399,0.0798,2.073572161,2.584848521,2.080612635,28.51,89.489795918,68.370044053,5.135658915,0.0,0.0,0.0,37.056367432,76.848249027,0.0,0.0,2.5073084831237793
400,0.08,2.0807235,2.578631558,2.073359768,25.89,88.673469388,52.775330396,14.050387597,0.0,0.0,0.0,0.0,93.093385214,1.950718686,0.0,2.588751792907715
401,0.0802,2.076792534,2.574620303,2.073617873,24.55,94.285714286,39.647577093,0.0,0.0,0.0,17.264573991,0.0,90.175097276,0.0,0.0,
402,0.0804,2.078459431,2.584469861,2.075923564,23.65,97.040816327,97.621145374,0.0,11.089108911,19.755600815,0.0,0.0,0.0,0.0,0.0,
403,0.0806,2.079059594,2.575913163,2.096428751,24.54,58.367346939,0.0,71.608527132,0.0,0.0,0.0,0.0,52.626459144,0.0,59.663032706,
404,0.0808,2.08253257,2.581728684,2.079034914,19.67,97.857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.464065708,97.522299306,
405,0.081,2.084745812,2.559066821,2.088585734,26.31,57.346938776,0.0,0.0,76.831683168,76.17107943,0.0,0.0,53.015564202,0.0,0.0,
406,0.0812,2.091272465,2.599575501,2.07372296,24.58,70.714285714,0.0,0.0,0.0,0.0,0.0,79.018789144,92.80155642,0.0,5.351833499,
407,0.0814,2.094440927,2.589255147,2.072934486,30.18,93.673469388,97.004405286,0.0,0.0,0.0,0.0,0.0,72.568093385,25.975359343,0.0,
408,0.0816,2.093023788,2.565332223,2.096391108,25.28,84.081632653,0.0,0.0,0.0,0.0,0.0,0.0,93.093385214,76.694045175,0.0,
409,0.0818,2.093826145,2.613469496,2.068068434,23.74,93.87755102,0.0,0.0,0.0,0.0,0.0,16.701461378,97.859922179,29.568788501,0.0,
410,0.082,2.096436474,2.627600191,2.074354008,23.16,65.816326531,0.0,65.019379845,0.0,0.0,0.0,0.0,97.276264591,0.0,0.0,
411,0.0822,2.100804865,2.615590502,2.080001074,19.98,95.612244898,4.581497797,0.0,0.0,0.0,0.0,0.0,98.151750973,0.0,0.0,
412,0.0824,2.110238202,2.583479989,2.094156199,21.26,86.12244898,0.0,29.263565891,0.0,0.0,0.0,0.0,0.0,0.0,97.125867195,
413,0.0826,2.104170549,2.592682903,2.09910399,21.59,85.306122449,1.497797357,0.0,0.0,0.0,30.381165919,0.0,93.871595331,0.0,6.937561943,
414,0.0828,2.107489654,2.562235554,2.10509544,21.61,98.979591837,99.471365639,0.0,0.0,0.0,0.0,0.0,6.031128405,0.0,0.0,
415,0.083,2.109608988,2.574414995,2.100065622,22.48,95.204081633,0.0,0.0,0.0,0.0,0.0,31.732776618,98.346303502,0.0,0.0,
416,0.0832,2.113767637,2.604296183,2.098380766,23.34,75.102040816,0.0,0.0,56.930693069,0.0,0.0,0.0,98.443579767,0.0,1.090188305,
417,0.0834,2.116957054,2.583289331,2.104892386,23.27,98.163265306,99.383259912,0.0,0.0,0.0,0.0,0.0,23.054474708,0.0,0.0,
418,0.0836,2.124684748,2.634772703,2.082484409,21.64,95.102040816,0.0,0.0,20.891089109,0.0,0.0,0.0,98.929961089,0.0,0.396432111,
419,0.0838,2.131363021,2.588526099,2.111403799,20.82,97.959183673,98.502202643,0.0,0.396039604,0.0,0.0,0.0,0.0,0.0,0.0,
420,0.084,2.136794641,2.550035154,2.129033881,22.55,93.571428571,0.0,34.593023256,0.0,0.0,0.0,0.0,95.428015564,0.0,0.0,
421,0.0842,2.13334086,2.539797478,2.134571176,21.7,66.020408163,0.264317181,48.449612403,0.0,0.0,0.0,0.0,99.221789883,0.0,0.0,
422,0.0844,2.146021751,2.488413488,2.186540459,23.13,60.510204082,0.0,0.0,0.792079208,0.0,0.0,88.622129436,0.0,0.0,85.530227948,
423,0.0846,2.308619208,2.309755485,2.31567059,10.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,
424,0.0848,2.308841357,2.309221803,2.305225243,9.82,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
425,0.085,2.30991555,2.310654382,2.310921941,8.92,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,
426,0.0852,2.309217995,2.309759293,2.307844988,10.32,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
427,0.0854,2.309798242,2.311076362,2.309055661,11.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
428,0.0856,2.309391231,2.310425509,2.3123995,11.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
429,0.0858,2.309800085,2.310637597,2.311901512,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
430,0.086,2.30987527,2.310930016,2.312406704,11.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
431,0.0862,2.309818786,2.316403957,2.305421937,11.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
432,0.0864,2.309552778,2.309863509,2.304353228,11.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
433,0.0866,2.309469809,2.310204139,2.308921738,9.82,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
434,0.0868,2.30917934,2.310423572,2.306201087,9.58,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,
435,0.087,2.309606651,2.309969645,2.306313812,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,
436,0.0872,2.30984586,2.311227733,2.312209245,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
437,0.0874,2.309326413,2.309933596,2.306762103,10.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,
438,0.0876,2.309795516,2.31013059,2.303146894,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,
439,0.0878,2.309319758,2.311348759,2.303698763,9.58,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,
440,0.088,2.309249844,2.310144029,2.317275204,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,
441,0.0882,2.308996564,2.309723539,2.31360437,9.58,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,
442,0.0884,2.309738626,2.310896949,2.306150524,10.32,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
443,0.0886,2.30920918,2.309552485,2.30604889,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
444,0.0888,2.309124015,2.309325451,2.306170102,9.58,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,
445,0.089,2.310092371,2.310903911,2.308358127,10.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,
446,0.0892,2.309585284,2.310505238,2.306723996,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,
447,0.0894,2.309597537,2.312467246,2.303276352,11.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
448,0.0896,2.309604718,2.310446344,2.312044539,9.58,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,
449,0.0898,2.309747394,2.310358769,2.304307385,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,
450,0.09,2.30933548,2.309658091,2.303128762,10.32,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
